ID,Date,Service,Company,Parent,Location,Amount,Contract_ID,Text,Link
89,2/20/2014,NAVY,Lockheed Martin Corp.,Lockheed Martin Corp.,Lockheed Martin Aeronautics Co. Fort Worth Texas,"$9,515,086 ",N00019-11-C-0083,"Lockheed Martin Corp., Lockheed Martin Aeronautics Co., Fort Worth, Texas, is being awarded a $9,515,086 cost-plus-incentive-fee modification to the previously awarded F-35 Lightning II Low Rate Initial Production Lot VI contract (N00019-11-C-0083). This modification provides for Netherlands-specific, non-recurring sustainment activities to include procurement of Autonomic Logistics Information Systems equipment and logistics support for non-recurring engineering activities. Work will be performed in Fort Worth, Texas (35 percent); El Segundo, Calif. (25 percent); Warton, United Kingdom (20 percent); Orlando, Fla. (10 percent); Nashua, N.H. (5 percent); and Baltimore, Md. (5 percent), and is expected to be completed in April 2015.  International Partner funds in the amount of $4,757,543 will be obligated at time of award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5227
90,2/21/2014,ARMY,General Atomics-Aeronautical Systems,General Atomics,Inc. Poway Calif.,"$76,215,685 ",W58RGZ-12-C-0057,"General Atomics-Aeronautical Systems, Inc., Poway, Calif., was awarded a $76,215,685 modification (P00015) to contract W58RGZ-12-C-0057 to change the Gray Eagle Portable Ground Control Station to a mobile ground control station. Fiscal 2014 other procurement funds in the amount of $35,842,972 and fiscal 2013 other procurement funds in the amount of $2,453,283 were obligated at the time of the award. Estimated completion date is Nov. 30, 2016.Work will be performed in Poway, Calif. Army Contracting Command, Redstone Arsenal, Ala. is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
91,2/21/2014,ARMY,General Atomics-Aeronautical Systems,General Atomics,Inc. Poway Calif.,"$18,109,374 ",W58RGZ-12-C-0057,"General Atomics-Aeronautical Systems, Inc., Poway, Calif., was awarded an $18,109,374 modification (P00014) to contract W58RGZ-12-C-0057 for changes to the Universal Ground Control Station. Fiscal 2013 other procurement funds in the amount of $8,873,593 were obligated at the time of the award. Work will be performed in Poway, Calif., with an estimated completion date of Nov. 30, 2015.  Army Contracting Command, Redstone Arsenal, Ala. is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
92,2/21/2014,DEFENSE LOGISTICS AGENCY,EnerSys Energy Products Inc.,EnerSys,Warrensburg Mo.,"$40,263,852 ",SPE7LX-14-D-0020,"EnerSys Energy Products Inc., Warrensburg, Mo., has been awarded a maximum $40,263,852 fixed-price with economic-price-adjustment contract for storage batteries. This contract is a competitive acquisition, and two offers were received. This is a three-year base contract with no option periods. Location of performance is Missouri with a Feb. 20, 2017 performance completion date. Using military service is Army. Type of appropriation is fiscal year 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Land and Maritime, Columbus, Ohio, (SPE7LX-14-D-0020).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
93,2/21/2014,DEFENSE LOGISTICS AGENCY,Sysco Seattle,Sysco Corp.,Kent Washington,"$24,400,000 ",SPM300-08-D-3160,"Sysco Seattle, Kent, Washington, has been awarded a maximum $24,400,000 fixed-price with economic-price-adjustment, indefinite-quantity contract for prime vendor full line food distribution for customers in the Alaska area. This contract is a sole-source acquisition and is an extension of two contracts (SPM300-08-D-3160 and SPM300-13-D-3641). Location of performance is Alaska with a Feb. 22, 2015 performance completion date. Using military services are Army, Navy and Air Force. Type of appropriation is fiscal 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa., (SPM300-14-D-3738).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
94,2/21/2014,DEFENSE LOGISTICS AGENCY,Exide Technologies,Exide Technologies,Milton Ga.,"$18,546,992 ",SPE7LX-14-D-0021,"Exide Technologies, Milton, Ga., has been awarded a maximum $18,546,992 fixed-price with economic-price-adjustment contract for storage batteries. This contract is a competitive acquisition, and two offers were received. This is a three-year base contract with no option periods. Location of performance is Georgia with a Feb. 20, 2017 performance completion date. Using military service is Army. Type of appropriation is fiscal year 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Land and Maritime, Columbus, Ohio, (SPE7LX-14-D-0021).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
95,2/21/2014,DEFENSE LOGISTICS AGENCY,Rockwell Collins-ESA Vision Systems,Rockwell Collins-ESA Vision Systems,Fort Worth Texas,"$12,235,755 ",SPRWA1-11-D-0007,"Rockwell Collins-ESA Vision Systems, Fort Worth, Texas, has been awarded a maximum $12,235,755 modification (01) on delivery order (0009) to firm-fixed-price contract (SPRWA1-11-D-0007). The modification adds various items in support of the joint helmet mounted cueing system. Delivery order 0009 was awarded Jan. 21, 2014 with a total value of $14,666,736. The revised total based on this modification is $26,902,491. This is a sole-source acquisition. Locations of performance are Texas, Oregon, and Israel with an Aug. 31, 2015 performance completion date. Using military service is Navy. Type of appropriation is fiscal year 2014 Navy aircraft procurement and foreign military sales funds. The contracting activity is the Defense Logistics Agency Aviation, Robins Air Force Base, Ga.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
96,2/21/2014,DEFENSE LOGISTICS AGENCY,Actavis Pharma,Actavis Plc,Parsippany N.J.,"$7,692,983 ",SPM2D0-10-D-0001,"Actavis Pharma, Parsippany, N.J., has been awarded a maximum $7,692,983 modification (P00042) exercising the fourth option year on a one-year base contract (SPM2D0-10-D-0001) with seven one-year option periods for various pharmaceutical products. This is a fixed-price with economic-price-adjustment, indefinite-delivery/indefinite-quantity contract. Location of performance is New Jersey with a Feb. 24, 2015 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps, and federal civilian agencies. Type of appropriation is fiscal year 2014 war-stopper funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
97,2/21/2014,NAVY,"Eastern Research Group, Lexington, Mass. (N00174-14-D-0007); Martin-Baker Aircraft Co., United Kingdom (N00174-14-D-0008); Pacific Scientific Energetic Materials, Hollister, Calif. (N00174-14-D-0009); General Dynamics Ordnance and Tactical Systems, Bothell, Wash. (N00174-14-D-0010); Hi-Shear Technology Corp., Torrance, Calif. (N00174-14-D-0011); Nammo Talley, Mesa, Ariz. (N00174-14-D-0012); and Ensign-Bickford Aerospace & Defense Co., Simsbury, Conn. (N00174-14-D-0013)",Multiple,Multiple,"$232,897,406 ",N00174-14-D-0007,"Eastern Research Group, Lexington, Mass. (N00174-14-D-0007); Martin-Baker Aircraft Co., United Kingdom (N00174-14-D-0008); Pacific Scientific Energetic Materials, Hollister, Calif. (N00174-14-D-0009); General Dynamics Ordnance and Tactical Systems, Bothell, Wash. (N00174-14-D-0010); Hi-Shear Technology Corp., Torrance, Calif. (N00174-14-D-0011); Nammo Talley, Mesa, Ariz. (N00174-14-D-0012); and Ensign-Bickford Aerospace & Defense Co., Simsbury, Conn. (N00174-14-D-0013) are each being awarded firm-fixed-price, indefinite-delivery/indefinite-quantity, multiple award contracts for development, product improvement, prototyping, qualification and production support. ·Each contractor will receive the minimum guaranteed task order amount of $500 at time of award. These contracts include options, which if exercised, would bring these contracts to an estimated combined value of $232,897,406. ·If all options are exercised, the estimated ceiling for Eastern Research Group is $10,787,035; the estimated ceiling for Martin-Baker Aircraft Co. is $32,122,194; the estimated ceiling for Pacific Scientific Energetic Materials is $36,744,748; the estimated ceiling for General Dynamics Ordnance and Tactical Systems is $30,405,120; the estimated ceiling for Hi-Shear Technology Corp. is $33,423,374; the estimated ceiling for Nammo Talley is $40,535,021; and the estimated ceiling for Ensign-Bickford Aerospace & Defense Co. is $48,879,914. ·These seven contractors will be given the opportunity to compete for the task orders under the terms and conditions of the awarded contracts. ·Work will be performed in Lexington, Mass. (14.3 percent), the United Kingdom (14.3 percent), Hollister, Calif. (14.3 percent), Bothell, Wash. (14.3 percent), Torrance, Calif. (14.3 percent), Mesa, Ariz. (14.3 percent) and Simsbury, Conn. (14.2 percent), and is expected to be completed by February 2015. ·Fiscal 2014 operations & maintenance, Navy contract funds in the amount of $3,500 will be obligated at time of award and will expire at the end of the current fiscal year. ·This contract was competitively procured via the Federal Business Opportunities website, with seven offers received. ·The Naval Surface Warfare Center, Indian Head Explosive Ordnance Disposal Technology Division, Indian Head, Md., is the contracting activity.·",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
98,2/21/2014,NAVY,"Pacific Scientific Energetic Materials, Hollister, Calif. (N00174-14-D-0014); Science Applications International Corp., Lexington, Mass. (N00174-14-D-0015); Martin-Baker Aircraft Co., United Kingdom (N00174-14-D-0016); Nammo Talley, Mesa, Ariz. (N00174-14-D-0017); and General Dynamics Ordnance and Tactical Systems, Bothell, Wash. (N00174-14-D-0018)",Multiple,Multiple,"$66,256,118 ",N00174-14-D-0014,"Pacific Scientific Energetic Materials, Hollister, Calif. (N00174-14-D-0014); Science Applications International Corp., Lexington, Mass. (N00174-14-D-0015); Martin-Baker Aircraft Co., United Kingdom (N00174-14-D-0016); Nammo Talley, Mesa, Ariz. (N00174-14-D-0017); and General Dynamics Ordnance and Tactical Systems, Bothell, Wash. (N00174-14-D-0018), are each being awarded a firm-fixed-price, indefinite-delivery/indefinite-quantity, multiple-award contract for quality evaluation/surveillance program support. ·Each contractor will receive the minimum guaranteed task order amount of $500 at time of award. ·These contracts include options, which if exercised, would bring these contracts to an estimated combined value of $66,256,118. If all options are exercised, the estimated ceiling for Pacific Scientific Energetic Materials is $13,055,474; the estimated ceiling for Science Applications International Corp. is $9,646,501; the estimated ceiling for Martin-Baker Aircraft Co. is $12,796,879; the estimated ceiling for Nammo Talley is $14,840,429; and the estimated ceiling for General Dynamics Ordnance and Tactical Systems is $15,916,835. ·These five contractors will be given the opportunity to compete for the task orders under the terms and conditions of the awarded contracts. ·Work will be performed Hollister, Calif. (20 percent), Lexington, Mass. (20 percent), United Kingdom (20 percent), Mesa, Ariz. (20 percent), and Bothell, Wash. (20 percent), and is expected to be completed by February 2015. · Fiscal 2014 operations & maintenance, Navy contract funds in the amount of $2,500 will be obligated at time of award and will expire at the end of the current fiscal year. ·This contract was competitively procured via the Federal Business Opportunities website, with seven offers received. ·The Naval Surface Warfare Center, Indian Head Explosive Ordnance Disposal Technology Division, Indian Head, Md., is the contracting activity.·",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
99,2/21/2014,NAVY,Engility Corp.,Engility Corp.,Chantilly Va.,"$39,969,545 ",N68936-14-D-0015,"Engility Corp., Chantilly, Va., is being awarded a $39,969,545 indefinite-delivery/indefinite-quantity contract for electronic warfare (EW) weapons systems modifications for U.S. Navy and Australian EA-6B, EA-18G, E-2C, MH-60R, BAMS, P-8A aircraft, Unmanned Air Systems, flight simulators, training systems, other advanced electronic attack derivatives and initiatives. Services to be provided include systems engineering, in-service hardware and software engineering, intelligence data analysis, test and evaluation, EW systems development, threat analysis, threat defeat, mission planning, and EW data development. EW weapons systems modifications include weapon system software, on-call field engineering analysis, test and evaluation, studies and analysis, threat analysis and sensor intelligence mission data files, jammer techniques development and logistics for distribution of Operational Flight Programs. Work will be performed at the Naval Air Warfare Center Weapons Division, Point Mugu, Calif. (90 percent) and Naval Air Station Whidbey Island, Wash. (5 percent), and Nellis Air Force Base, Las Vegas, Nev. (5 percent), and is expected to be completed in February 2019. Fiscal 2014 research, development, test, and evaluation, Navy funding in the amount of $800,000 are being obligated on this award, none of which will expire at the end of the current fiscal year. This contract was competitively procured via an electronic request for proposals; three offers were received. This contract combines purchases for the U.S. Navy ($37,971,068; 95 percent) and the Government of Australia ($1,998,477; 5 percent) under the Foreign Military Sales Program.  The Naval Air Warfare Center, Weapons Division, China Lake, Calif., is the contracting activity (N68936-14-D-0015).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
100,2/21/2014,NAVY,Lockheed Martin Corp.,Lockheed Martin Corp.,Baltimore Md.,"$23,555,382 ",N00024-12-G-4329,"Lockheed Martin Corp., Baltimore, Md., is being awarded a $23,555,382 modification to previously awarded Basic Ordering Agreement (N00024-12-G-4329) for the accomplishment of fleet maintenance sustainment support for littoral combat ships. Work will be performed in San Diego, Calif., and is expected to be completed by September 2014. Fiscal 2013 and 2014 operations & maintenance, Navy contract funds in the amount of $23,555,382 will be obligated at time of award and will expire at the end of the current fiscal year. The Southwest Regional Maintenance Center, San Diego, Calif., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
101,2/21/2014,NAVY,BAE Systems Land and Armaments L.P.,BAE Systems Plc,Minneapolis Minn.,"$19,227,000 ",N00024-12-C-5311,"BAE Systems Land and Armaments L.P., Minneapolis, Minn., is being awarded a $19,227,000 modification to previously awarded contract (N00024-12-C-5311) to exercise an option for hardware and engineering services in support of the Advanced Gun System. BAE will provide mounts for the magazine upper pallet hoist, gun cooling assembly, centerline hoist, and engineering services to support those efforts. Work will be performed in Louisville, Ky. (90 percent), Minneapolis, Minn. (6 percent), and Cordova, Ala. (4 percent), and is expected to be completed by January 2018. Fiscal 2014 shipbuilding and conversion, Navy contract funds in the amount of $19,227,000 will be obligated at time of award will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington., D.C., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
102,2/21/2014,NAVY,York International Corp.,York International Corp.,York Pa.,"$11,100,082 ",N65540-14-D-0006,"York International Corp., York, Pa., is being awarded an $11,100,082 indefinite-delivery/indefinite-quantity, cost-plus-fixed-fee/firm-fixed-price contract for the procurement of engineering and technical support services to provide research, development, testing and evaluation for shipboard air conditioning and refrigeration modernization programs. Work will be performed in York, Pa., and is expected complete by February 2017. Fiscal 2014 research, development, test & evaluation funding in the amount of $935,000 will be obligated at time of award and will not expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S.C. 2304(c)(1) and FAR 6.302-1 - as there is only one responsible source and no other supplies or services will satisfy agency requirements. The Naval Surface Warfare Center, Carderock Division, Ship System Engineering Station, Philadelphia, Pa., is the contracting activity (N65540-14-D-0006).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5228
103,2/24/2014,AIR FORCE,Raytheon Company Missile Systems,Raytheon Co.,Tucson Ariz.,"$20,000,000 ",FA8675-14-D-0009,"Raytheon Company Missile Systems, Tucson Ariz., has been awarded a $20,000,000 indefinite-delivery/indefinite-quantity contract for support of requirements associated with performance of the AMRAAM Aircraft Integration, aircraft operational testing related activities and flight test support. The primary objective of this effort is to provide the necessary aircraft lab, flight test, flight clearance and simulation support during all aircraft integration efforts. Additionally, it covers the required effort to maintain or repair assets or support equipment needed for direct support to aircraft integration related efforts. This effort includes all necessary troubleshooting, failure analysis or other activities required to understand anomalies or failures that occur during aircraft or AMRAAM missile OT related activities as well as provide needed support during these OT related activities. Work will be performed at Fort Worth, Texas; Eglin Air Force Base, Fla.,; Hill AFB, Utah; Edwards AFB, Calif.; Nellis AFB, Nev.; White Sands Missile Range, N.M.: China Lake/Point Mugu, Calif.; St. Louis, Mo.; Seattle, Wash.: Baltimore, Md., and Tucson, Ariz., and is expected to be completed by September 2019. Fiscal 2013 and 2014 research and development funds totaling $3,062,736 will be obligated for five task orders (TO 0001 Simulation Support, TO 0002 Integration Support, TO 0003 Flight Clearances, TO 0004 Tech Support and TO 0005 Management/Financial Support) at time of award. This award is the result of a sole-source acquisition. Air Force Life Cycle Management Center/EBA, Eglin AFB, Fla., is the contracting activity (FA8675-14-D-0009).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
104,2/24/2014,AIR FORCE,Alliant TechSystems Operations,Alliant Techsystems Inc.,LLC Defense Electronic Systems Division Clearwater Fla.,"$8,021,810 ",FA8626-06-C-2060,"Alliant TechSystems Operations, LLC Defense Electronic Systems Division, Clearwater, Fla., has been awarded an $8,021,810 modification (P00062) on an existing firm-fixed-price contract (FA8626-06-C-2060) for the procurement of various Common Munition Built-in-Test (BIT) Reprogramming Equipment (CMBRE) system components. The contract modification provides for the exercise of an option for the purchase of additional W-17 cables (200 each), ADU 891 V/1E's (34 each), CMBRE Plus' (24 each), and initial spares kits (ten each) under the basic contract in support of U.S. Air Force, Navy and foreign military sales users. Work will be performed at Clearwater, Fla., and is expected to be completed by Feb. 23, 2015. This action relates to unclassified U.S. Air Force and U.S. Navy (20 percent) support as well as unclassified FMS (80 percent) in Australia, Belgium, Canada, Finland, India, Israel, Korea, Netherlands, Oman, Poland, Singapore, and Turkey. Air Force Life Cycle Management Center/WNKBBA, Robins Air Force Base, Ga., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
105,2/24/2014,ARMY,Fidelity Technologies Corporation,Fidelity Technologies Corp.,Reading Pa.,"$84,400,000 ",W909MY-14-D-0005,"Fidelity Technologies Corporation, Reading, Pa., was awarded an $84,400,000 firm-fixed-price contract for the purchase of power distribution illumination system electrical units. Funding and performance location will be determined with each order. Estimated completion date is Feb. 23, 2019. Bids were solicited via the Internet with nine received. Army Contracting Command, Alexandria, Va. is the contracting activity (W909MY-14-D-0005).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
106,2/24/2014,ARMY,ATK Tactical Propulsion & Ordinance,Alliant Techsystems Inc.,Rocket Center W. Va.,"$10,700,000 ",W15QKN-14-C-0035,"ATK Tactical Propulsion & Ordinance, Rocket Center, W. Va., was awarded a $10,700,000 firm-fixed-price contract for 60mm high explosive enhanced fragmentation M1061 cartridges. Fiscal 2014 other procurement funds in the amount of $4,300,014 and Fiscal 2013 other procurement funds in the amount of $6,399,986 were obligated at the time of the award. Estimated completion date is Sept. 30, 2015. One bid was solicited and one received. Work will be performed in Rocket Center, W.Va. Army Contracting Command, Picatinny Arsenal, N.J. is the contracting activity (W15QKN-14-C-0035).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
107,2/24/2014,DEFENSE LOGISTICS AGENCY,Alcon Laboratories,Alcon Inc.,Inc. Fort Worth Texas,"$23,485,218 ",SPM2D0-13-D-0004,"Alcon Laboratories, Inc., Fort Worth, Texas, has been awarded a maximum $23,485,218 modification (P00005) exercising the first option year on a one-year base contract (SPM2D0-13-D-0004) with seven one-year option periods for various pharmaceutical products. This is a firm-fixed-price, indefinite-delivery/indefinite-quantity contract. Location of performance is Texas with a Feb. 26, 2015 performance completion date. Using military services are Army, Navy, Air Force and Marine Corps. Type of appropriation is fiscal 2014 war-stopper funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
108,2/24/2014,DEFENSE LOGISTICS AGENCY,Hitachi Aloka Medical,Hitachi-Aloka Medical Ltd.,Ltd. Wallingford Conn.,"$14,420,708 ",SPM2D1-09-D-8329,"Hitachi Aloka Medical, Ltd., Wallingford, Conn., has been awarded a maximum $14,420,708 modification (P00001) exercising the fifth option year on a one-year base contract (SPM2D1-09-D-8329) with seven one-year option periods for radiology systems, subsystems, accessories, service, manual and repair parts. This is a fixed-price with economic-price adjustment, indefinite-delivery/indefinite-quantity contract. Location of performance is Connecticut with a Feb. 26, 2015 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps and federal civilian agencies. Type of appropriation is fiscal 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
109,2/24/2014,DEFENSE LOGISTICS AGENCY,Omega Medical Imaging.,Omega Medical Imaging Inc.,Inc.* Sanford Fla.,"$14,014,205 ",SPM2D1-09-D-8336,"Omega Medical Imaging., Inc.* Sanford, Fla., has been awarded a maximum $14,014,205 modification (P00101) exercising the fifth option year on a one-year base contract (SPM2D1-09-D-8336) with seven one-year option periods for radiology systems, subsystems and components. This is a fixed-price with economic adjustment contract. Location of performance is Florida with a Feb. 24, 2015 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps and federal civilian agencies. Type of appropriation is fiscal 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
110,2/24/2014,DEFENSE LOGISTICS AGENCY,FN Manufacturing,FN Herstal,Columbia S.C.,"$7,620,000 ",SPRDL1-14-D-0022,"FN Manufacturing, Columbia, S.C., has been awarded a maximum $7,620,000 firm-fixed price, indefinite-delivery/indefinite-quantity contract for cartridge receivers for the MK19 grenade launcher. This contract is a competitive acquisition, and four offers were received. This is a three-year base contract. Location of performance is S.C., with a Feb. 24, 2017 performance completion date. Using military service is Army. Type of appropriation is fiscal 2014 Army working capital funds. The contracting activity is the Defense Logistics Agency Land ?«Ù Warren, Warren, Mich., (SPRDL1-14-D-0022).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
111,2/24/2014,DEFENSE LOGISTICS AGENCY,M&M; Manufacturing,M&M Manufacturing LLC,LLC* Lajas Puerto Rico.,"$7,039,102 ",SPE1C1-14-D-1015,"M&M; Manufacturing, LLC,* Lajas, Puerto Rico., has been awarded a maximum $7,039,102 firm-fixed-price, total set-aside contract for men?«÷s and women?«÷s rip-stop airmen battle uniform coats, trousers, maternity coats and slacks. This is a one-year base contract with four one-year option periods. Location of performance is Puerto Rico with a Feb. 23, 2015 performance completion date. Using military service is Air Force. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa., (SPE1C1-14-D-1015).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
112,2/24/2014,NAVY,General Dynamics Electric Boat Corp.,General Dynamics Corp.,Groton Conn.,"$36,137,340 ",N00024-13-C-4311,"General Dynamics Electric Boat Corp., Groton, Conn., is being awarded a $36,137,340 cost-plus-fixed-fee modification to previously awarded contract (N00024-13-C-4311) to provide a Nuclear Regional Maintenance Department (NRMD). Under the terms of the contract, Electric Boat will provide NRMD tasks in support of operational nuclear submarines at the Naval Submarine Support Facility, Naval Submarine Base, New London, Conn. The contract will require project management, technical analysis, engineering and planning, training, inspection and nuclear services to accomplish intermediate-level nuclear submarine maintenance, modernization, and repairs in support of operational nuclear submarines, including maintaining and modernizing Government-owned facilities and equipment and providing off-hull support of submarine maintenance. Work will be performed in New London, Conn., and is expected to be completed by March 2015. Fiscal 2014 operations & maintenance, Navy contract funds in the amount of $25,000,000 will be obligated at time of award and will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
113,2/24/2014,NAVY,"NRG Energy, Inc.*, Princeton, N.J. (N62583-10-D-0326); Chevron Energy Solutions Co., San Francisco, Calif. (N62583-10-D-0327); Solarstar California XV, LLC, Richmond, Calif. (N62583-10-D-0328); Sun Edison LLC*, Beltsville, Md. (N62583-10-D-0329); and SunDurance Energy, LLC*, Edison, N.J. (N62583-10-D-0330)",Multiple,Multiple,"$25,000,000 ",N62583-10-D-0326,"NRG Energy, Inc.*, Princeton, N.J. (N62583-10-D-0326); Chevron Energy Solutions Co., San Francisco, Calif. (N62583-10-D-0327); Solarstar California XV, LLC, Richmond, Calif. (N62583-10-D-0328); Sun Edison LLC*, Beltsville, Md. (N62583-10-D-0329); and SunDurance Energy, LLC*, Edison, N.J. (N62583-10-D-0330), are each being awarded option year four under a previously awarded indefinite-quantity/indefinite-delivery, firm-fixed-price multiple award contract for the purchase of renewable electrical power through power purchase agreements at Naval and Marine Corps installations in the Naval Facilities Engineering Command (NAVFAC) Southwest area of responsibility (AOR). ·The combined total value for all five contractors is $25,000,000. ·No task orders are being awarded at this time. ·The work to be performed provides the generation of electric power from renewable power systems that are constructed, owned, operated, and maintained by the contractor on Government property located within the installation boundaries. ·The government will procure the power through Power Purchase Agreements. ·The contract value amount after exercise of this option will be $200,000,000. ·Work will be performed at various federal sites within the NAVFAC Southwest AOR including but not limited to California (80 percent) and Arizona (20 percent), and work is expected to be completed February 2015. ·No funds will be obligated with this award. ·Contract funds will not expire at the end of the current fiscal year. ·The Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, Calif., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
114,2/24/2014,NAVY,Raytheon Co.,Raytheon Co.,McKinney Texas,"$14,304,303 ",N00383-11-G-003D,"Raytheon Co., McKinney, Texas, is being awarded $14,304,303 for firm-fixed-price delivery order 7008 under a previously awarded Basic Ordering Agreement (N00383-11-G-003D) for various quantities of repair parts to support the H-53and V-22 aircraft. Work will be performed in Jacksonville, Fla., and work is expected to be completed by Feb. 28, 2016. Fiscal 2014 Navy working capital funds in the amount of $14,304,303 will be obligated at the time of award and will not expire at the end of the current fiscal year. The contract was not competitively procured in accordance with FAR 6.302-1.  The NAVSUP Weapon Systems Support, Philadelphia, Pa., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
115,2/24/2014,NAVY,Raytheon Co.,Raytheon Co.,McKinney Texas,"$9,430,218 ",N00383-10-G-003D,"Raytheon Co., McKinney, Texas, is being awarded $9,430,218 for ceiling priced delivery order 7009 under a previously awarded basic ordering agreement (N00383-10-G-003D) for the repair of one weapon repairable assembly and four shop replaceable assemblies of the Advanced Targeting Forward Looking Infrared system used in support of the F/A-18 aircraft. Work will be performed in McKinney, Texas, and work is expected to be completed by February 2016. Fiscal 2014 Navy working capital funds in amount of $4,620,806 will be obligated at the time of award, and will not expire at the end of the current fiscal year. The contract was not competitively procured in accordance with 10 U.S.C. 2304(c)(1).  The NAVSUP Weapon Systems Support, Philadelphia, Pa., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
116,2/24/2014,NAVY,RWT,RWT LLC,LLC* Provo Utah,"$7,404,262 ",N62478-13-D-4004,"RWT, LLC*, Provo, Utah, is being awarded $7,404,262 for firm-fixed-price task order 00120 under a previously multiple award construction contract (N62478-13-D-4004) to construct a new low pressure air compressor plant at Facility S1161 and install new low pressure air compressors at Building 641, Joint Base Pearl Harbor - Hickam. Work will be performed in Oahu, Hawaii, and is expected to be completed by July 2015. Fiscal 2013 military construction, Defense Agencies contract funds in the amount of $7,404,262 are being obligated on this award and will not expire at the end of the current fiscal year. Seven proposals were received for this task order. The Naval Facilities Engineering Command, Hawaii, Joint Base Pearl Harbor-Hickam, Hawaii, is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5229
117,2/25/2014,AIR FORCE,Lockheed Martin Corp.,Lockheed Martin Corp.,Lockheed Martin Aeronautics Co. Marietta Ga.,"$12,190,077 ",FA8625-11-C-6597,"Lockheed Martin Corp., Lockheed Martin Aeronautics Co., Marietta, Ga., has been awarded a $12,190,077 modification (P00209) on an existing firm-fixed-price contract (FA8625-11-C-6597) to provide HC/MC-130J unique spare parts. This award is the result of a sole-source acquisition. Work will be performed at Marietta, Ga., and is expected to be completed by Feb. 16, 2016. Fiscal 2012 aircraft procurement funds in the amount of $12,190,077 will be obligated at time of award. Air Force Life Cycle Management Center/WISK, Wright-Patterson Air Force Base, Ohio, is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
118,2/25/2014,ARMY,Action Manufacturing Co.,Action Manufacturing Co.,Bristol Pa.,"$83,200,000 ",W15QKN-14-D-0003,"Action Manufacturing Co., Bristol, Pa. was awarded an $83,200,000 firm-fixed-price, foreign military sales contract (U.K.) for approximately 1,100,000 M739A1 point detonating/delay artillery fuses and 100,000 safe and arm module assemblies for the 155mm M825A1 white phosphorous smoke projectile. Funding and performance location will be determined with each order. Estimated completion date is Feb. 25, 2019. Bids were solicited via the Internet with two received. Army Contracting Command, Picatinny, Arsenal, N.J. is the contracting activity (W15QKN-14-D-0003).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
